"Event Unique ID","Title","Event Status","Organization","Organization Type","Organization Shipping Address - Street Address","Address line 2","Organization Shipping Address - City","Organization Shipping Address - State","Organization Shipping Address - Zip","Organization Facebook Address","Organization Instagram Address","Organization Twitter @Username","Organization Website","URL","Event Type","Content Area","Target Audience","Special Audiences","Event Date(s)","Event Venue or Facility Name","Street Address","Address line 2","City","State","Zip code","NC County","Coordinates","Cost for Festival Participants","Single Event Price","Event Description","Event Website","In-person/Online"
3533,"NC State Earth Fair","Accepted","NC State University Sustainability Office","UNC System","Administrative Services Building III","2601 Wolf Village Way Office 364","Raleigh","North Carolina",27695,"@ncstatesustainability","@ncstatesustain","@ncstatesustain","sustainability.ncsu.edu","http://www.ncsciencefestival.org/events/nc-state-earth-fair-2","Hands-On, Outdoor Event, Expo","Art & Design, Health, Business & Careers, Chemistry, Life Sciences, Earth & Space Sciences, Engineering, Science & Society, Environment, Food, Sports & Fitness","Children, Teens, Families, Adults",,"04/09/2025 - 11:00am to 2:00pm","Stafford Commons, NC State University","Located behind Talley Student Union",,"Raleigh","North Carolina",27607,"Wake","POINT (-78.6706932 35.7833924)","FREE",,"<p>CelebrateÂ NCÂ State Earth MonthÂ with the Wolfpack. This is a sustainability-focused fair featuring exhibits, demonstrations and ideas on how you can make the world a better place. Bring a friend and come experience the breadth of sustainability, including learning about food, water, transportation, nature, wellness and so much more.</p>
<p>This outdoor event is open to the public and sponsored byÂ NCÂ Stateâ€™s University Sustainability Office.</p>
","https://www.go.ncsu.edu/EarthMonth","In-person"
3534,"Toddler and Preschool Story Time: National Wildlife","Accepted","Cumberland County Public Library & Information Center: Headquarters Branch","Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,,,,,"http://www.ncsciencefestival.org/events/toddler-and-preschool-story-time-national-wildlife","Hands-On, Indoor Event","Art & Design","Pre-K, Children",,"04/03/2025 - 11:00am to 11:45am","Cumberland County Public Library - Headquarters Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,"Cumberland","POINT (-78.8812633 35.0554426)","FREE",,"<p>Join us for our story time for 2- to 5-year-olds. Each week will be a different theme of stories and fun!Â </p>
<p>This week's theme is National Wildlife.Â </p>
<p>For more information about this program, please call 910-483-7727 ext. 1361.Â </p>
","https://www.cumberlandcountync.gov/departments/library-group/library","In-person"
3535,"Toddler and Preschool Storytime: Earth Day","Accepted","Cumberland County Public Library & Information Center: Headquarters Branch","Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,,,,,"http://www.ncsciencefestival.org/events/toddler-and-preschool-storytime-earth-day","Hands-On, Indoor Event","Art & Design","Pre-K, Children",,"04/24/2025 - 11:00am to 11:45am","Cumberland County Public Library - Headquarters Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,"Cumberland","POINT (-78.8812633 35.0554426)","FREE",,"<p>Join us for our story time for 2- to 5-year-olds. Each week will be a different theme of stories and fun!Â </p>
<p>This week's theme is Earth Day.Â </p>
<p>For more information about this program, please call 910-483-7727 ext. 1361.Â </p>
","https://www.cumberlandcountync.gov/departments/library-group/library","In-person"
3536,"LEGO Creations","Accepted","Cumberland County Public Library & Information Center: Headquarters Branch","Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,,,,,"http://www.ncsciencefestival.org/events/lego-creations-0","Hands-On, Indoor Event","Engineering","Children",,"04/10/2025 - 3:30pm to 4:30pm","Cumberland County Public Library - Headquarters Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,"Cumberland","POINT (-78.8812633 35.0554426)","FREE",,"<p>Join us as we get creative with LEGOs!Â </p>
<p>For more information about this program, please call 910-483-7727 ext. 1361.Â </p>
","https://www.cumberlandcountync.gov/departments/library-group/library","In-person"
3537,"Battle of the Catapults","Accepted","Cumberland County Public Library & Information Center: Headquarters Branch","Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,,,,,"http://www.ncsciencefestival.org/events/battle-catapults","Hands-On, Indoor Event","Physics, Engineering","Teens",,"04/15/2025 - 3:00pm to 4:00pm","Cumberland County Public Library - Headquarters Library","300 Maiden Lane",,"Fayetteville","North Carolina",28301,"Cumberland","POINT (-78.8812633 35.0554426)","FREE",,"<p>Unleash your competitive spirit with our thrilling catapult-building kit! Gather your friends and foes to construct your very own catapult and engage in epic battles to determine who will reign supreme. Will you emerge as the champion, launching projectiles with precision, or will your defenses crumble under pressure?Â </p>
<p>The excitement of strategy and skill awaitsâ€”are you ready to take the challenge?</p>
","https://www.cumberlandcountync.gov/departments/library-group/library","In-person"
3538,"Skins and Skulls: Exploring the Wild World of Animals","Accepted","Cumberland County Public Library & Information Center: Hope Mills Branch","Library","3411 Golfview Road",,"Hope Mills","North Carolina",28348,,,,,"http://www.ncsciencefestival.org/events/skins-and-skulls-exploring-wild-world-animals","Hands-On, Indoor Event","Life Sciences","Children, Families",,"04/17/2025 - 10:30am to 11:30am","Hope Mills Public Library","3411 Golfview Rd",,"Hope Mills","North Carolina",28348,"Cumberland","POINT (-78.9588963 34.9743547)","FREE",,"<p>Does your child love animals? Join Jones Lake State Park staff forÂ an exciting program where childrenÂ will explore animal skins, skulls, tracks, and learn about the fascinating adaptations of predators and prey!Â </p>
<p>For more information about this program, please call 910-483-7727 ext. 1425.</p>
","https://www.cumberlandcountync.gov/departments/library-group/library","In-person"
3539,"Night Hike at Gorges ","Accepted","Gorges State Park","State Park","976 Grassy Ridge Rd",,"Sapphire","North Carolina",27889,"Friends of Gorges State Park","@friendsofgorges",,"https://www.ncparks.gov/state-parks/gorges-state-park","http://www.ncsciencefestival.org/events/night-hike-gorges-0","Outdoor Event","Earth & Space Sciences, Environment","Children, Teens, Families, Adults",,"04/10/2025 - 8:00pm to 9:00pm","Gorges State Park - Visitor's Center","976 Grassy Ridge Road",,"Sapphire","North Carolina",27889,"Transylvania","POINT (-82.9505665 35.0962815)","FREE",,"<p>Come andÂ learn all about the nocturnal animals in Gorges State Park! We will be exploring the trail after dark with flashlights to look for animal eye-shine and to listen for sounds in the night.Â </p>
<p>Stay at the park visitor's center after the hike for a small campfire and s'mores provided by our park friends group.Â </p>
",,"In-person"
3540,"Statewide Star Party: Ft. Macon State Park","Accepted","Fort Macon State Park","State Park","2303 E Fort Macon Rd",,"Atlantic Beach","North Carolina",28512,,,,"https://www.ncparks.gov/fort-macon-state-park","http://www.ncsciencefestival.org/events/statewide-star-party-ft-macon-state-park","Hands-On, Outdoor Event, Stargazing","Earth & Space Sciences, Physics, Environment, Technology","Children, Teens, Families, Adults",,"04/04/2025 - 7:00pm to 9:00pm","Ft. Macon State Park Beach Access Area","2303 E. Fort Macon Road",,"Atlantic Beach","North Carolina",28512,"Carteret","POINT (-76.6845056 34.6963656)","FREE",,"<p>Join Ft. Macon State Park and the Crystal Coast Stargazers at the beach access / bathhouse parking lot as we once again participate in NCSciFestâ€™s Statewide Star Party.Â There will be hands-on and craft type activities for kids starting at 7, followed by guided stargazing and telescope viewing after dark. If you have a telescope, feel free to bring it. No pets please. (*There will be one attempt at a rain date on Sat. April 5th if the sky is not clear on Friday the 4th.)</p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
",,"In-person"
3541,"Earth Day Dirt Cups","Accepted","Haywood County Public Library","Library","11 Pennsylvania Avenue",,"Canton","North Carolina",28716,,,,"haywoodlibrary.org","http://www.ncsciencefestival.org/events/earth-day-dirt-cups","Hands-On, Indoor Event","Earth & Space Sciences, Food","Children",,"04/22/2025 - 3:30pm to 4:30pm","Haywood County Public Library - Canton Branch","11 Pennsylvania Avenue",,"Canton","North Carolina",28716,"Haywood","POINT (-82.8356557 35.5291733)","FREE",,"<p>Do you know how important Earthworms are? Learn more about earthworms and earth day while making your own Earth Day Dirt Pudding. For ages 5-11.</p>
<p><em>To register, email Ashlyn Godleski at <a href=""mailto:ashlyn.godleski@haywoodcountync.gov"">ashlyn.godleski@haywoodcountync.gov</a> or call 828-356-2567.</em></p>
","https://www.haywoodlibrary.org/794/Public-Library","In-person"
3542,"Homemade Playdough","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/departments/library-group/library","http://www.ncsciencefestival.org/events/homemade-playdough","Hands-On, Indoor Event","Art & Design, Chemistry, Mathematics, Science & Society","Pre-K, Children",,"04/08/2025 - 10:30am to 11:30am","EastÂ Regional Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Join the EastÂ Regional Library as we learn how to make homemade playdough from items found in your own kitchen as part of the Science Festival. For ages 5-11 years old.</p>
<p>For more information about this program, please call (910) 483-7727 ext. 1403.</p>
<p>Disclaimer: Accompanying Adults<br />
This program is designed for children and accompanying adults. Please plan toÂ attend and be engaged with your child for this program. Drop offs will not be permitted.</p>
","https://cumberland.librarycalendar.com/events/upcoming","In-person"
3543,"Rowan-Cabarrus Community College STEM Open House","Accepted","Rowan-Cabarrus Community College","Community College","399 Biotechnology Lane",,"Kannapolis","North Carolina",28081,"https://www.facebook.com/NC.RCCC/","https://www.instagram.com/rcccedu/","https://twitter.com/RCCCedu/","www.rccc.edu","http://www.ncsciencefestival.org/events/rowan-cabarrus-community-college-stem-open-house","Hands-On, Indoor Event, Outdoor Event, Tour, Expo","Art & Design, Health, Business & Careers, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Food, Sports & Fitness, Technology","Children, Teens, Families, Adults",,"04/03/2025 - 5:00pm to 7:00pm","Rowan-Cabarrus Community College on the North Carolina Research Campus","399 Biotechnology Lane",,"Kannapolis","North Carolina",28082,"Cabarrus","POINT (-80.6267962 35.5043293)","FREE",,"<p>Rowan-Cabarrus Community College invites the community to an evening of excitement and exploration during its upcoming STEM Open House on Thursday, April 3, from 5 to 7 p.m. Join in a celebration showcasing the Collegeâ€™s science, technology, engineering, and mathematics (STEM) programs at its facilities located at the North Carolina Research Campus.</p>
<p>The FREE STEM Open House promises an immersive experience for attendees of all ages, featuring interactive exhibits, hands-on experiments, and engaging demonstrations. From innovative robotics displays to captivating chemistry experiments, participants will be able to discover the endless possibilities and practical applications of STEM education.</p>
","https://www.rccc.edu/STEM","In-person"
3544,"Homeschool Program: Earth Day","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/departments/library-group/library","http://www.ncsciencefestival.org/events/homeschool-program-earth-day","Hands-On, Indoor Event","Art & Design, Chemistry, Earth & Space Sciences, Science & Society, Environment","Pre-K, Children",,"04/22/2025 - 10:00am to 11:00am","EastÂ Regional Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Learn about Earth Day and make a Seed Bomb to take home as part of the Science Festival. For ages 5-11.</p>
<p>For more information about this program, please call (910) 483-7727 ext. 1403.Â </p>
<p>Disclaimer: Accompanying Adults<br />
This program is designed for children and accompanying adults. Please plan toÂ attend and be engaged with your child for this program. Drop offs will not be permitted.</p>
","https://cumberland.librarycalendar.com/events/upcoming","In-person"
3546,"Stargazing with Sagan: A Journey Through the Cosmos","Accepted","City of Durham Parks and Recreation","Government Agency (state or local)","1102 Morreene Road",,"Durham","North Carolina",27705,"dprplaymore","dprplaymore","dprplaymore","dprplaymore.org","http://www.ncsciencefestival.org/events/stargazing-sagan-journey-through-cosmos","Outdoor Event, Stargazing","Earth & Space Sciences, Science & Society, Environment","Pre-K, Children, Teens, Families, Adults",,"04/25/2025 - 8:00pm to 10:00pm","West Point on the Eno Environmental Education Pavilion","5253 N Roxboro St",,"Durham","North Carolina",27712,"Durham","POINT (-78.9098632 36.0743219)","FREE",,"<p>Join us for a magical evening under the stars as we celebrate the groundbreaking series that inspired millions to explore the wonders of the universe. ""Stargazing with Sagan: A Journey Through the Cosmos"" invites people of all ages to experience the awe and inspiration of the original 1980 ""Cosmos"" series.</p>
<p>We'll kick off the event by screening the first episode, which will take viewers on a mesmerizing journey through space and time. As the night progresses, we'll conclude with the final episode, reflecting on the profound insights and knowledge gained throughout the series.</p>
<p>Before there was Neil deGrasse Tyson or Bill Nye the Science Guy, there was Carl Sagan, the original scientific educator who brought vastly complex concepts such as astrophysics to the masses through the revolutionary television series ""Cosmos"" in 1980. This event is about more than just watching a TV show; it's about coming together as a community to celebrate the legacy of the ""Cosmos"" series. This groundbreaking series has shaped the scientific curiosity of generations, inspiring countless careers in science by encouraging viewers to look up at the stars and wonder.</p>
<p>We are thrilled that Carl Sagan's widow, Ann Druyan, has graciously supported this initiative. In her words, ""Family, Carl's voice, and the stars. That's it."" These words encapsulate the essence of our evening together.</p>
","dprplaymore.org","In-person"
3547,"Statewide Star Party: Imagination Station","Accepted","Imagination Station Science and History Museum","Museum/Science Center","224 Nash St SE",,"Wilson","North Carolina",27893,"https://www.facebook.com/ImaginationStationNC","https://www.instagram.com/imaginationstationnc/","@ImaginationStat","https://scienceandhistory.org/","http://www.ncsciencefestival.org/events/statewide-star-party-imagination-station-6","Hands-On, Indoor Event, Outdoor Event, Stargazing","Earth & Space Sciences, Physics, Engineering","Children, Families",,"04/04/2025 - 6:30pm to 9:00pm","Imagination Station Science and History Museum","224 Nash St SE",,"Wilson","North Carolina",27893,"Wilson","POINT (-77.8896155 35.713168)","FREE",,"<p>Join us for an out-of-this-world experience at the North Carolina Statewide Star Party and the 17th Annual Egg Drop at the Imagination Station Science and History Museum! On Friday, April 4th, from 6:30 PM to 9:00 PM, weâ€™ll take you on a thrilling journey through space with hands-on activity stations, live star viewing, and a special egg drop challenge! This yearâ€™s theme, ""Our Place in Space,"" explores humanityâ€™s relationship with the cosmos while connecting it to the exciting world of space exploration and safe re-entry procedures. Donâ€™t miss this incredible family-friendly event, featuring community partners like the Civil Air Patrol- Tar River Composite Squadron, Wilson Youth Council, and NASA JPL Solar System Ambassadors!</p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
","https://scienceandhistory.org/","In-person"
3548,"Preschool Science Says: Stars","Accepted","Imagination Station Science and History Museum","Museum/Science Center","224 Nash St SE",,"Wilson","North Carolina",27893,"https://www.facebook.com/ImaginationStationNC","https://www.instagram.com/imaginationstationnc/","@ImaginationStat","https://scienceandhistory.org/","http://www.ncsciencefestival.org/events/preschool-science-says-stars-0","Hands-On, Indoor Event","Earth & Space Sciences","Pre-K",,"04/08/2025 - 10:30am to 11:00am","Imagination Station Science and History Museum","224 Nash St SE",,"Wilson","North Carolina",27893,"Wilson","POINT (-77.8896155 35.713168)","FREE",,"<p>Come on a voyage into space to learn about howÂ starsÂ are balls of hot, glowing gas, and how we groupÂ starsÂ to study them.</p>
<p>Preschool Science Says is a FREE, interactive program designed to build interest and skills in science and literacy for children ages 3-5, that integrates open-ended science activities with childrenâ€™s books for young children to learn and explore. Held theÂ 2nd Tuesdays of the month from 10:30am to 11am. FREE Admission.</p>
<p>Register <a href=""https://scienceandhistory.org/event/preschool-science-stars/"">online</a>.</p>
","https://scienceandhistory.org/event/preschool-science-stars/","In-person"
3549,"SOLD OUT - Homeschool Days: Ocean Waves & Erosion","Accepted","Imagination Station Science and History Museum","Museum/Science Center","224 Nash St SE",,"Wilson","North Carolina",27893,"https://www.facebook.com/ImaginationStationNC","https://www.instagram.com/imaginationstationnc/","@ImaginationStat","https://scienceandhistory.org/","http://www.ncsciencefestival.org/events/sold-out-homeschool-days-ocean-waves-erosion","Hands-On, Indoor Event","Earth & Space Sciences, Environment","Children, Teens","Homeschoolers","04/17/2025 - 9:30am to 11:00am","Imagination Station Science and History Museum","224 Nash St SE",,"Wilson","North Carolina",27893,"Wilson","POINT (-77.8896155 35.713168)","My event has a fee","$20.00/per person","<p>Explore the effects of erosion on the Earth's surface as you model the impact of waves and rivers. Participants will learn about the ocean throughÂ waves, wave properties, and the influence of wave action on the coastline. They will get their hands dirty to measure the effects of small and large waves in the ocean, then model a solution to reduce the effects of erosion. We will look at the role of water in creating land forms.</p>
<p>At Imagination Station, we believe that live, in-person instruction and hands-on learning play an important role in a childâ€™s education.Â Homeschool Days are designed to serve you with programs that interest your students and supplement your great work at home with them.</p>
<p><strong>All spots have been filled.Â </strong><strong>To join the waitlist, you can <a href=""https://imaginescience.wufoo.com/forms/homeschool-days-waitlist-2025/"">complete this form</a>.Â </strong></p>
","https://scienceandhistory.org/event/homeschool-days-ocean-waves-erosion/","In-person"
3553,"Family Day","Accepted","Museum of Coastal Carolina and Ingram Planetarium","Non-profit","21 East Second Street",,"Ocean Isle Beach","North Carolina",28469,"https://www.facebook.com/IngramPlanetarium/","@ingramplanetarium",,"www.museumplanetarium.org","http://www.ncsciencefestival.org/events/family-day","Hands-On, Indoor Event, Outdoor Event","Life Sciences, Earth & Space Sciences, Environment","Pre-K, Children, Families",,"04/19/2025 - 10:00am to 2:00pm","Museum of Coastal Carolina","21 E Second St",,"Ocean Isle Beach","North Carolina","28469-7615","Brunswick","POINT (-78.4348042 33.8891551)","My event has a fee","$8/person, FREE 2 and under","<p>Join us for Family Day at the Museum of Coastal Carolina on April 19 from 10am to 2pm! Enjoy learning all about the coast with fun games, crafts, and live animals.</p>
<p>This event includes crafts and games inside and outside of the museum, weather permitting, as well as food vendors and local community representatives. Make a shark tooth necklace, design a straw rocket, visit with a live mermaid and more in this family-friendly event!</p>
","http://www.seaandsky.org","In-person"
3554,"Homemade Science","Accepted","Cabarrus County Public Library: Kannapolis Branch","Library","850 Mountain St.",,"Kannapolis","North Carolina",28081,,,"Amanda Reyes","https://www.cabarruscounty.us/locations/library-kannapolis-branch","http://www.ncsciencefestival.org/events/homemade-science","Hands-On","Life Sciences, Food","Children",,"04/22/2025 - 4:30pm to 5:30pm","Kannapolis Library","850 Mountain St",,"Kannapolis","North Carolina",28081,"Cabarrus","POINT (-80.6349218 35.5050266)","FREE",,"<p>JoinÂ Cabarrus County Library andÂ 4-H for a fun, hands-on butter-making workshop! Learn the art of turning cream into delicious, homemade butter while discovering the science. This exciting activity encourages creativity, teaches new skills, and allows you to take home your very own batch of butter. Perfect for anyone looking to explore something new while having fun!</p>
",,"In-person"
3555,"Statewide Star Party: Chapel Hill Public Library","Accepted","Chapel Hill Public Library","Library","100 Library Drive",,"Chapel Hill","North Carolina",27514,"https://www.facebook.com/ChapelHillPublicLibrary","https://www.instagram.com/chapelhillpubliclibrary/","Chapel Hill Library","https://chapelhillpubliclibrary.org/","http://www.ncsciencefestival.org/events/statewide-star-party-chapel-hill-public-library-5","Hands-On, Indoor Event, Outdoor Event, Performance/Talk, Stargazing","Art & Design, Earth & Space Sciences, Science & Society","Children, Teens, Families, Adults",,"04/04/2025 - 4:00pm to 6:00pm","Chapel Hill Public Library","100 Library Drive",,"Chapel Hill","North Carolina",27514,"Orange","POINT (-79.0356315 35.9320323)","FREE",,"<p>Youâ€™re invited to an out of this world experience designed to help you find <strong>Your Place in Space</strong>!</p>
<p>Join us at Chapel Hill Public Library for the 13th Annual Statewide Star Party on Friday, April 4, from 4-6 pm.</p>
<p>Weâ€™ll learn all about telescopes with our friends from Chapel Hill Astronomical Observational Society. CHAOS volunteers will also be on hand with telescopes to help you view the Moon and Mars in the afternoon sky. Inside weâ€™ll have even more exciting activities, crafts, and games to help you find <strong>Your Place in Space</strong> including an exciting presentation from a NASA Solar System Ambassador.</p>
<p>This event is free and open to the public. No registration required.</p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
","https://chapelhillpubliclibrary.org/","In-person"
3556,"Tales, Trails, and Dinosaur Tails!","Accepted","Science Alliance NC","Business","102 Marlin Court",,"Rocky Point","North Carolina",28457,"https://www.facebook.com/scienceallianceofeasternnc","https://www.instagram.com/scienceallianceenc/","Science Alliance","scienceallianceofeasternnc.com","http://www.ncsciencefestival.org/events/tales-trails-and-dinosaur-tails","Hands-On, Outdoor Event","Art & Design, Chemistry, Life Sciences, Earth & Space Sciences, Environment","Pre-K, Children, Teens, Families",,"04/23/2025 - 6:00pm to 8:00pm","Miller Pond Park","12762 US 117 Highway",,"Rocky Point","North Carolina",28457,"Pender","POINT (-77.8952157 34.3752358)","FREE",,"<p>Join Science Alliance of NC, Pender County Parks and Recreation, and Pender County Library for an evening of outdoor adventure! Hear captiving stories, explore local ecosystems, and discover the world of prehistoric creatures. Engage in fun, hands-on family science activities. Take a guided hike around Miller Pond to discover eastern NC flora and fauna, but watch out for dinosaurs! Restrooms, food, and drink available.</p>
","https://www.scienceallianceofeasternnc.com/","In-person"
3557,"Statewide Star Party: Kerr Lake State Recreation Area","Accepted","Kerr Lake State Recreation Area","Government Agency (state or local)","6254 Satterwhite Point Rd.",,"Henderson","North Carolina",27537,"https://www.facebook.com/NorthCarolinaStateParks/","https://www.instagram.com/ncstateparks/?hl=en","https://twitter.com/ncparks","https://www.ncparks.gov/state-parks/kerr-lake-state-recreation-area","http://www.ncsciencefestival.org/events/statewide-star-party-kerr-lake-state-recreation-area-1","Hands-On, Outdoor Event, Stargazing","Earth & Space Sciences, Environment","Pre-K, Children, Teens, Families, Adults","Seniors","04/05/2025 - 7:15pm to 9:30pm","Kimball Point Recreation Area Picnic Shelter","460 Kimball Point Road",,"Manson","North Carolina",27553,"Warren","POINT (-78.310183 36.5370529)","FREE",,"<p>Join Kerr Lake State Recreation AreaÂ staff as we observe the night sky from Kimball Point Recreation Area's Picnic Shelter. Due to the low level of development in this areaÂ stars are highly visible from this location. Plus, you can have extra fun with astronomy-related crafts and activities!</p>
<p>Staff will provide telescopes, but visitors are welcome to bring their own.</p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
","https://www.ncparks.gov/state-parks/kerr-lake-state-recreation-area","In-person"
3558,"Statewide Star Party: Three College Observatory","Accepted","Three College Observatory","UNC System","1610 West End Place",,"Greensboro","North Carolina",27403,,,"danford","https://physics.uncg.edu/tco/https://physics.uncg.edu/tco/public-nights/statewide-star-party-at-the-three-college-observatory/","http://www.ncsciencefestival.org/events/statewide-star-party-three-college-observatory-2","Hands-On, Outdoor Event, Performance/Talk, Stargazing","Earth & Space Sciences, Physics, Technology","Children, Teens, Families, Adults, Special Audience","Seniors, College Students","04/04/2025 - 7:45pm to 9:55pm","Three College Observatory","5106 Thompson Mill Rd.",,"Graham","North Carolina","27253-9170","Alamance","POINT (-79.4067778 35.9449516)","FREE",,"<p>See the stars through one of the largest telescopes in the southeastern United States -- the 32-inch telescope at the Three College Observatory south of Burlington, NC.Â  We'll see star clusters, double stars, planets, nebulae and galaxies.Â  We'll have talks on astronomy, outdoor constellation sessions, a bonfire with a storyteller, and activities for younger kids.Â  In case of clouds or rain we'll postpone until Saturday, April 5.</p>
<p>Registration will open in early March! <a href=""https://physics.uncg.edu/tco/public-nights/statewide-star-party-at-the-three-college-observatory/"">Click here to register</a>.Â </p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
","https://physics.uncg.edu/tco/public-nights/statewide-star-party-at-the-three-college-observatory/","In-person"
3560,"Bioblitz at Cape Fear Botanical Garden","Accepted","Cape Fear Botanical Garden","Non-profit","Cape Fear Botanical Garden","536 N Eastern Blvd","Fayetteville","North Carolina",28301,,,,"https://www.capefearbg.org/","http://www.ncsciencefestival.org/events/bioblitz-cape-fear-botanical-garden","Hands-On, Outdoor Event","Life Sciences","Pre-K, Children, Teens, Families, Adults",,"04/05/2025 - 10:00am to 2:00pm","Cape Fear Botanical Garden","536 N. Eastern Blvd",,"Fayetteville","North Carolina",28301,"Cumberland","POINT (-78.8587098 35.0546464)","My event has a fee","Free with Admission or Membership at the Garden","<p>Bioblitz at Cape Fear Botanical Garden</p>
<p>At the Bioblitz youâ€™ll have a chance to become a scientist for the day and experience the adventure of discovering nature! BioBlitz isÂ a collaborative event where participants work together to identify and record as many species of plants, animals, fungi, and other organisms as possible in a specific area. Weâ€™ll have expert naturalists helping adults and families discover pond life, catch butterflies, spot wildflowers, identify birds, and discover insects. You can check out supplies like binoculars, magnifying glasses, and bug boxes to explore independently or participate in guided sessions at scheduled times. Weâ€™ll also have educational opportunities for families and adults looking to learn more about native wildlife.</p>
<p><strong>Bioblitz Schedule </strong></p>
<p><strong>All Day</strong></p>
<p>10 am â€“ 2 pm â€“ Citizen Science Table Open with Check Out Supplies</p>
<p>10 am â€“ 2 pm â€“ Wildlife Touch Table</p>
<p><strong>Guided Discovery Sessions</strong></p>
<p>10:15 â€“10:50 am Pond Dipping</p>
<p>10-11 am Birding HikeÂ </p>
<p>11 am â€“ 11:30 am Meet the Reptiles Presentation</p>
<p>12:00 â€“12:45 pm Pond Dipping</p>
<p>12-12:45 Wildflower Hike</p>
<p>1-1:45 pm Butterfly Catch and Release</p>
<p>What to Know: Please come dressed to explore outside. Participants in Pond Dipping may get muddy. Closed-toe shoes are strongly recommended for safety while exploring in nature.</p>
","https://www.capefearbg.org/event/","In-person"
3561,"Earth Day at Cape Fear Botanical Garden","Accepted","Cape Fear Botanical Garden","Non-profit","Cape Fear Botanical Garden","536 N Eastern Blvd","Fayetteville","North Carolina",28301,,,,"https://www.capefearbg.org/","http://www.ncsciencefestival.org/events/earth-day-cape-fear-botanical-garden","Hands-On, Outdoor Event, Tour","Life Sciences, Environment","Pre-K, Children, Families, Adults",,"04/22/2025 - 9:00am to 5:00pm","Cape Fear Botanical Garden","536 N. Eastern Blvd",,"Fayetteville","North Carolina",28301,"Cumberland","POINT (-78.8587098 35.0546464)","FREE",,"<p>Cape Fear Botanical Garden will be Celebrating Earth Day!</p>
<p><em>More details coming soon!</em></p>
","https://www.capefearbg.org/event/","In-person"
3562,"Fun Friday for Teens: 3D Printing Pens","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/library","http://www.ncsciencefestival.org/events/fun-friday-teens-3d-printing-pens","Hands-On, Indoor Event","Art & Design, Technology","Teens",,"04/11/2025 - 2:45pm to 5:00pm","East Regional Branch Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Experiment with 3D printing pens and see what you can create! Â Hang out with friends and enjoy the end of your week. Happy Friday! This program is for teens ages 12-18 (grades 6-12).</p>
","https://www.cumberlandcountync.gov/library","In-person"
3563,"Fun Friday for Teens: Slime","Accepted","Cumberland County Public Library & Information Center: East Regional Branch","Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,,,,"https://www.cumberlandcountync.gov/library","http://www.ncsciencefestival.org/events/fun-friday-teens-slime","Hands-On, Indoor Event","Chemistry","Teens",,"04/25/2025 - 2:45pm to 5:00pm","East Regional Branch Library","4809 Clinton Road",,"Fayetteville","North Carolina",28312,"Cumberland","POINT (-78.7604101 35.0370188)","FREE",,"<p>Explore the science of slime and make a batch or two to take home. Watch a movie and hang out with friends to enjoy the end of your week. Happy Friday! This program is for teens ages 12-18 (grades 6-12).Â </p>
","https://www.cumberlandcountync.gov/library","In-person"
